#Fichier XDMF_DATA
#Analysed Files: /home/mlamari/Post_Doc_1/Test_Preliminaire/FEniCSX/J_TestMaille/results_plasticity_Dogbone_vM_maille_01_tempsx4/results_.vtm
#[1] Increment   [2] VonMisesStressBulk   [3] CumulativePlasticStrainBulk   [4] TotalStrainBulk   [5] StressXXBulk   [6] PlasticStrainBulk   [7] ForceBordGauche   [8] StressXXBordGauche   [9] TotalStrainBordGauche   [10] VonMisesStressOzx   [11] CumulativePlasticStrainOzx   [12] TotalStrainOzx   [13] StressXXOzx   [14] PlasticStrainOzx
00161   70.4444407   0.0   0.0003524   70.5798786   0.0   35.2467666   23.4978444   0.0001103   70.1698761   0.0   0.0003513   70.4059588   0.0   
00162   70.8819838   0.0   0.0003546   71.0182629   0.0   35.4656907   23.6437938   0.000111   70.6057139   0.0   0.0003535   70.8432628   0.0   
00163   71.319527   0.0   0.0003568   71.4566473   0.0   35.6846147   23.7897431   0.0001117   71.0415515   0.0   0.0003556   71.2805668   0.0   
00164   71.7570701   0.0   0.000359   71.8950316   0.0   35.9035387   23.9356925   0.0001124   71.4773893   0.0   0.0003578   71.7178709   0.0   
00165   72.1946132   0.0   0.0003612   72.333416   0.0   36.1224627   24.0816418   0.0001131   71.913227   0.0   0.00036   72.155175   0.0   
00166   72.6321563   0.0   0.0003634   72.7718003   0.0   36.3413868   24.2275912   0.0001137   72.3490648   0.0   0.0003622   72.592479   0.0   
00167   73.0696994   0.0   0.0003656   73.2101846   0.0   36.5603108   24.3735405   0.0001144   72.7849026   0.0   0.0003644   73.0297833   0.0   
00168   73.5072425   0.0   0.0003678   73.648569   0.0   36.7792347   24.5194898   0.0001151   73.2207403   0.0   0.0003666   73.4670872   0.0   
00169   73.9447856   0.0   0.00037   74.0869533   0.0   36.9981588   24.6654392   0.0001158   73.6565781   0.0   0.0003687   73.9043913   0.0   
00170   74.3823287   0.0   0.0003721   74.5253376   0.0   37.2170828   24.8113885   0.0001165   74.0924156   0.0   0.0003709   74.3416956   0.0   
00171   74.8198718   0.0   0.0003743   74.963722   0.0   37.4360068   24.9573379   0.0001172   74.5282536   0.0   0.0003731   74.7789996   0.0   
00172   75.257415   0.0   0.0003765   75.4021063   0.0   37.6549307   25.1032872   0.0001179   74.9640914   0.0   0.0003753   75.2163036   0.0   
00173   75.6949581   0.0   0.0003787   75.8404907   0.0   37.8738548   25.2492366   0.0001185   75.3999291   0.0   0.0003775   75.6536077   0.0   
00174   76.1325012   0.0   0.0003809   76.278875   0.0   38.0927789   25.3951859   0.0001192   75.8357667   0.0   0.0003797   76.0909118   0.0   
00175   76.5700443   0.0   0.0003831   76.7172594   0.0   38.3117028   25.5411352   0.0001199   76.2716044   0.0   0.0003818   76.5282159   0.0   
00176   77.0075874   0.0   0.0003853   77.1556437   0.0   38.5306268   25.6870845   0.0001206   76.7074423   0.0   0.000384   76.96552   0.0   
00177   77.4451305   0.0   0.0003875   77.5940281   0.0   38.7495508   25.8330339   0.0001213   77.1432799   0.0   0.0003862   77.4028242   0.0   
00178   77.8826736   0.0   0.0003897   78.0324124   0.0   38.9684749   25.9789833   0.000122   77.5791177   0.0   0.0003884   77.8401281   0.0   
00179   78.3202167   0.0   0.0003919   78.4707967   0.0   39.1873989   26.1249326   0.0001226   78.0149555   0.0   0.0003906   78.2774323   0.0   
00180   78.7577599   0.0   0.000394   78.9091811   0.0   39.4063229   26.2708819   0.0001233   78.4507932   0.0   0.0003927   78.7147364   0.0   
00181   79.1953029   0.0   0.0003962   79.3475654   0.0   39.6252469   26.4168313   0.000124   78.8866308   0.0   0.0003949   79.1520405   0.0   
00182   79.6328461   0.0   0.0003984   79.7859497   0.0   39.8441709   26.5627806   0.0001247   79.3224686   0.0   0.0003971   79.5893446   0.0   
00183   80.0703891   0.0   0.0004006   80.2243341   0.0   40.0630949   26.7087299   0.0001254   79.7583065   0.0   0.0003993   80.0266486   0.0   
00184   80.5079323   0.0   0.0004028   80.6627184   0.0   40.282019   26.8546794   0.0001261   80.1941441   0.0   0.0004015   80.4639528   0.0   
00185   80.9454754   0.0   0.000405   81.1011028   0.0   40.500943   27.0006287   0.0001268   80.6299819   0.0   0.0004037   80.9012567   0.0   
00186   81.3830185   0.0   0.0004072   81.5394871   0.0   40.719867   27.146578   0.0001274   81.0658196   0.0   0.0004058   81.3385608   0.0   
00187   81.8205616   0.0   0.0004094   81.9778714   0.0   40.938791   27.2925273   0.0001281   81.5016574   0.0   0.000408   81.7758649   0.0   
00188   82.2581047   0.0   0.0004116   82.4162557   0.0   41.1577151   27.4384767   0.0001288   81.937495   0.0   0.0004102   82.2131691   0.0   
00189   82.6956478   0.0   0.0004137   82.8546401   0.0   41.3766391   27.584426   0.0001295   82.3733328   0.0   0.0004124   82.6504733   0.0   
00190   83.1331909   0.0   0.0004159   83.2930244   0.0   41.595563   27.7303754   0.0001302   82.8091706   0.0   0.0004146   83.0877774   0.0   
00191   83.570734   0.0   0.0004181   83.7314088   0.0   41.8144871   27.8763247   0.0001309   83.2450083   0.0   0.0004167   83.5250814   0.0   
00192   84.0082771   0.0   0.0004203   84.1697931   0.0   42.0334111   28.0222741   0.0001316   83.6808462   0.0   0.0004189   83.9623857   0.0   
00193   84.4458202   0.0   0.0004225   84.6081774   0.0   42.2523351   28.1682234   0.0001322   84.1166838   0.0   0.0004211   84.3996896   0.0   
00194   84.8833634   0.0   0.0004247   85.0465618   0.0   42.4712591   28.3141728   0.0001329   84.5525217   0.0   0.0004233   84.8369937   0.0   
00195   85.3209065   0.0   0.0004269   85.4849461   0.0   42.6901832   28.4601221   0.0001336   84.9883593   0.0   0.0004255   85.2742977   0.0   
00196   85.7584496   0.0   0.0004291   85.9233305   0.0   42.9091072   28.6060715   0.0001343   85.424197   0.0   0.0004277   85.7116019   0.0   
00197   86.1959927   0.0   0.0004313   86.3617148   0.0   43.1280313   28.7520209   0.000135   85.8600347   0.0   0.0004298   86.148906   0.0   
00198   86.6335358   0.0   0.0004334   86.8000991   0.0   43.3469552   28.8979701   0.0001357   86.2958725   0.0   0.000432   86.5862101   0.0   
00199   87.0710789   0.0   0.0004356   87.2384835   0.0   43.5658792   29.0439195   0.0001364   86.73171   0.0   0.0004342   87.0235141   0.0   
00200   87.508622   0.0   0.0004378   87.6768678   0.0   43.7848033   29.1898689   0.000137   87.1675479   0.0   0.0004364   87.4608183   0.0   
00201   87.9461651   0.0   0.00044   88.1152522   0.0   44.0037273   29.3358182   0.0001377   87.6033857   0.0   0.0004386   87.8981223   0.0   
00202   88.3837082   0.0   0.0004422   88.5536365   0.0   44.2226513   29.4817675   0.0001384   88.0392235   0.0   0.0004407   88.3354266   0.0   
00203   88.8212514   0.0   0.0004444   88.9920208   0.0   44.4415753   29.6277168   0.0001391   88.4750612   0.0   0.0004429   88.7727305   0.0   
00204   89.2587945   0.0   0.0004466   89.4304052   0.0   44.6604993   29.7736662   0.0001398   88.9108988   0.0   0.0004451   89.2100346   0.0   
00205   89.6963376   0.0   0.0004488   89.8687895   0.0   44.8794233   29.9196155   0.0001405   89.3467366   0.0   0.0004473   89.6473386   0.0   
00206   90.1338807   0.0   0.000451   90.3071739   0.0   45.0983474   30.0655649   0.0001411   89.7825743   0.0   0.0004495   90.0846429   0.0   
00207   90.5714238   0.0   0.0004531   90.7455582   0.0   45.3172714   30.2115143   0.0001418   90.218412   0.0   0.0004517   90.5219469   0.0   
00208   91.0089669   0.0   0.0004553   91.1839425   0.0   45.5361955   30.3574637   0.0001425   90.6542498   0.0   0.0004538   90.9592509   0.0   
00209   91.44651   0.0   0.0004575   91.6223269   0.0   45.7551194   30.5034129   0.0001432   91.0900876   0.0   0.000456   91.396555   0.0   
00210   91.8840531   0.0   0.0004597   92.0607112   0.0   45.9740434   30.6493623   0.0001439   91.5259254   0.0   0.0004582   91.8338592   0.0   
00211   92.3215962   0.0   0.0004619   92.4990956   0.0   46.1929675   30.7953117   0.0001446   91.9617632   0.0   0.0004604   92.2711632   0.0   
00212   92.7591393   0.0   0.0004641   92.9374799   0.0   46.4118913   30.9412609   0.0001453   92.3976009   0.0   0.0004626   92.7084673   0.0   
00213   93.1966825   0.0   0.0004663   93.3758643   0.0   46.6308155   31.0872103   0.0001459   92.8334385   0.0   0.0004647   93.1457714   0.0   
00214   93.6342255   0.0   0.0004685   93.8142486   0.0   46.8497395   31.2331596   0.0001466   93.2692763   0.0   0.0004669   93.5830755   0.0   
00215   94.0717687   0.0   0.0004707   94.2526329   0.0   47.0686634   31.3791089   0.0001473   93.7051141   0.0   0.0004691   94.0203795   0.0   
00216   94.5093118   0.0   0.0004728   94.6910172   0.0   47.2875875   31.5250583   0.000148   94.1409519   0.0   0.0004713   94.4576837   0.0   
00217   94.9468549   0.0   0.000475   95.1294016   0.0   47.5065116   31.6710077   0.0001487   94.5767896   0.0   0.0004735   94.8949878   0.0   
00218   95.384398   0.0   0.0004772   95.5677859   0.0   47.7254354   31.8169569   0.0001494   95.0126272   0.0   0.0004757   95.3322918   0.0   
00219   95.8219411   0.0   0.0004794   96.0061703   0.0   47.9443595   31.9629063   0.0001501   95.448465   0.0   0.0004778   95.769596   0.0   
00220   96.2594842   0.0   0.0004816   96.4445546   0.0   48.1632835   32.1088557   0.0001507   95.8843028   0.0   0.00048   96.2068999   0.0   
00221   96.6970273   0.0   0.0004838   96.8829389   0.0   48.3822077   32.2548051   0.0001514   96.3201405   0.0   0.0004822   96.6442042   0.0   
00222   97.1345705   0.0   0.000486   97.3213233   0.0   48.6011317   32.4007544   0.0001521   96.7559782   0.0   0.0004844   97.0815082   0.0   
00223   97.5721136   0.0   0.0004882   97.7597076   0.0   48.8200557   32.5467038   0.0001528   97.1918159   0.0   0.0004866   97.5188124   0.0   
00224   98.0096567   0.0   0.0004904   98.198092   0.0   49.0389796   32.6926531   0.0001535   97.6276538   0.0   0.0004887   97.9561164   0.0   
00225   98.4471998   0.0   0.0004925   98.6364763   0.0   49.2579037   32.8386024   0.0001542   98.0634916   0.0   0.0004909   98.3934205   0.0   
00226   98.8847429   0.0   0.0004947   99.0748606   0.0   49.4768276   32.9845517   0.0001548   98.4993293   0.0   0.0004931   98.8307245   0.0   
00227   99.322286   0.0   0.0004969   99.513245   0.0   49.6957516   33.1305011   0.0001555   98.9351669   0.0   0.0004953   99.2680286   0.0   
00228   99.7598291   0.0   0.0004991   99.9516293   0.0   49.9146757   33.2764505   0.0001562   99.3710045   0.0   0.0004975   99.7053326   0.0   
00229   100.1973722   0.0   0.0005013   100.3900137   0.0   50.1335997   33.4223998   0.0001569   99.8068425   0.0   0.0004997   100.1426369   0.0   
00230   100.6349153   0.0   0.0005035   100.828398   0.0   50.3525238   33.5683492   0.0001576   100.2426802   0.0   0.0005018   100.579941   0.0   
00231   101.0724584   0.0   0.0005057   101.2667824   0.0   50.5714477   33.7142985   0.0001583   100.678518   0.0   0.000504   101.017245   0.0   
00232   101.5100015   0.0   0.0005079   101.7051667   0.0   50.7903718   33.8602479   0.000159   101.1143557   0.0   0.0005062   101.4545491   0.0   
00233   101.9475447   0.0   0.0005101   102.143551   0.0   51.0092957   34.0061971   0.0001596   101.5501934   0.0   0.0005084   101.8918533   0.0   
00234   102.3850878   0.0   0.0005123   102.5819353   0.0   51.2282199   34.1521466   0.0001603   101.9860311   0.0   0.0005106   102.3291573   0.0   
00235   102.8226309   0.0   0.0005144   103.0203197   0.0   51.4471438   34.2980958   0.000161   102.4218689   0.0   0.0005127   102.7664615   0.0   
00236   103.260174   0.0   0.0005166   103.458704   0.0   51.6660678   34.4440452   0.0001617   102.8577067   0.0   0.0005149   103.2037656   0.0   
00237   103.6977171   0.0   0.0005188   103.8970884   0.0   51.8849918   34.5899945   0.0001624   103.2935445   0.0   0.0005171   103.6410696   0.0   
00238   104.1352602   0.0   0.000521   104.3354727   0.0   52.1039159   34.7359439   0.0001631   103.729382   0.0   0.0005193   104.0783737   0.0   
00239   104.5728033   0.0   0.0005232   104.773857   0.0   52.3228399   34.8818933   0.0001638   104.1652199   0.0   0.0005215   104.5156777   0.0   
00240   105.0103464   0.0   0.0005254   105.2122414   0.0   52.5417638   35.0278425   0.0001644   104.6010575   0.0   0.0005237   104.9529817   0.0   
00241   105.4478895   0.0   0.0005276   105.6506257   0.0   52.7606879   35.173792   0.0001651   105.0368953   0.0   0.0005258   105.3902858   0.0   
00242   105.8854327   0.0   0.0005298   106.0890101   0.0   52.9796118   35.3197412   0.0001658   105.4727332   0.0   0.000528   105.8275901   0.0   
00243   106.3229758   0.0   0.000532   106.5273944   0.0   53.198536   35.4656907   0.0001665   105.9085708   0.0   0.0005302   106.2648942   0.0   
00244   106.7605189   0.0   0.0005341   106.9657788   0.0   53.41746   35.61164   0.0001672   106.3444085   0.0   0.0005324   106.7021984   0.0   
00245   107.198062   0.0   0.0005363   107.4041631   0.0   53.636384   35.7575893   0.0001679   106.7802462   0.0   0.0005346   107.1395023   0.0   
00246   107.6356051   0.0   0.0005385   107.8425474   0.0   53.8553079   35.9035386   0.0001686   107.216084   0.0   0.0005367   107.5768064   0.0   
00247   108.0731482   0.0   0.0005407   108.2809318   0.0   54.0742319   36.0494879   0.0001692   107.6519217   0.0   0.0005389   108.0141105   0.0   
00248   108.5106913   0.0   0.0005429   108.7193161   0.0   54.293156   36.1954373   0.0001699   108.0877594   0.0   0.0005411   108.4514147   0.0   
00249   108.9482344   0.0   0.0005451   109.1577005   0.0   54.5120801   36.3413867   0.0001706   108.5235972   0.0   0.0005433   108.8887187   0.0   
00250   109.3857775   0.0   0.0005473   109.5960848   0.0   54.731004   36.487336   0.0001713   108.9594349   0.0   0.0005455   109.3260226   0.0   
00251   109.8233206   0.0   0.0005495   110.0344691   0.0   54.949928   36.6332854   0.000172   109.3952727   0.0   0.0005477   109.7633268   0.0   
00252   110.2608638   0.0   0.0005517   110.4728535   0.0   55.168852   36.7792347   0.0001727   109.8311105   0.0   0.0005498   110.200631   0.0   
00253   110.6984069   0.0   0.0005538   110.9112378   0.0   55.3877763   36.9251842   0.0001733   110.2669482   0.0   0.000552   110.637935   0.0   
00254   111.13595   0.0   0.000556   111.3496221   0.0   55.6067   37.0711333   0.000174   110.7027859   0.0   0.0005542   111.0752392   0.0   
00255   111.5734931   0.0   0.0005582   111.7880065   0.0   55.8256242   37.2170828   0.0001747   111.1386237   0.0   0.0005564   111.5125433   0.0   
00256   112.0110362   0.0   0.0005604   112.2263908   0.0   56.0445481   37.3630321   0.0001754   111.5744615   0.0   0.0005586   111.9498473   0.0   
00257   112.4485793   0.0   0.0005626   112.6647752   0.0   56.2634721   37.5089814   0.0001761   112.0102992   0.0   0.0005607   112.3871515   0.0   
00258   112.8861224   0.0   0.0005648   113.1031595   0.0   56.4823961   37.6549307   0.0001768   112.4461369   0.0   0.0005629   112.8244555   0.0   
00259   113.3236655   0.0   0.000567   113.5415438   0.0   56.7013204   37.8008803   0.0001775   112.8819745   0.0   0.0005651   113.2617595   0.0   
00260   113.7612086   0.0   0.0005692   113.9799282   0.0   56.9202442   37.9468294   0.0001781   113.3178123   0.0   0.0005673   113.6990637   0.0   
00261   114.1987518   0.0   0.0005714   114.4183125   0.0   57.1391682   38.0927788   0.0001788   113.75365   0.0   0.0005695   114.1363678   0.0   
00262   114.6362949   0.0   0.0005735   114.8566969   0.0   57.3580923   38.2387282   0.0001795   114.1894879   0.0   0.0005717   114.5736719   0.0   
00263   115.073838   0.0   0.0005757   115.2950812   0.0   57.5770163   38.3846776   0.0001802   114.6253256   0.0   0.0005738   115.0109759   0.0   
00264   115.4818451   0.0   0.0005778   115.6987188   0.0   57.7788066   38.5192044   0.0001808   115.0475795   0.0   0.0005759   115.4286644   0.0   
00265   115.8636448   0.0   0.0005797   116.0728817   0.0   57.9654779   38.6436519   0.0001814   115.4582073   0.0   0.000578   115.8303453   0.0   
00266   116.3011869   0.0   0.0005819   116.5112661   0.0   58.184402   38.7896014   0.0001821   115.8940445   0.0   0.0005802   116.2676494   0.0   
00267   116.6541094   0.0   0.0005836   116.8528401   0.0   58.3548467   38.9032311   0.0001826   116.2933109   0.0   0.0005821   116.6548551   0.0   
00268   117.0916493   0.0   0.0005858   117.2912244   0.0   58.5737707   39.0491804   0.0001833   116.7291471   0.0   0.0005843   117.0921593   0.0   
00269   117.5266321   0.0   0.000588   117.7269059   0.0   58.7913007   39.1942004   0.000184   117.1636499   0.0   0.0005865   117.5277874   0.0   
00270   117.8242207   0.0   0.0005894   118.0075523   0.0   58.931177   39.2874513   0.0001845   117.5285874   0.0   0.0005883   117.8691729   0.0   
00271   118.2607732   0.0   0.0005916   118.4449137   0.0   59.1495988   39.4330659   0.0001851   117.9638032   0.0   0.0005904   118.3057527   0.0   
00272   118.6983105   0.0   0.0005938   118.883298   0.0   59.3685228   39.5790152   0.0001858   118.3996398   0.0   0.0005926   118.7430568   0.0   
00273   119.1358477   0.0   0.000596   119.3216824   0.0   59.5874467   39.7249645   0.0001865   118.8354762   0.0   0.0005948   119.1803609   0.0   
00274   119.5728639   0.0   0.0005982   119.7594735   0.0   59.8060568   39.8707045   0.0001872   119.2710092   0.0   0.000597   119.6172524   0.0   
00275   120.0104012   0.0   0.0006004   120.1978579   0.0   60.0249809   40.016654   0.0001879   119.7068459   0.0   0.0005992   120.0545566   0.0   
00276   120.4479385   0.0   0.0006026   120.6362422   0.0   60.2439049   40.1626033   0.0001886   120.1426823   0.0   0.0006014   120.4918607   0.0   
00277   120.7949062   0.0   0.0006043   120.973775   0.0   60.412748   40.2751653   0.0001891   120.5367533   0.0   0.0006033   120.8735644   0.0   
00278   121.2318021   0.0   0.0006065   121.4114335   0.0   60.6313322   40.4208881   0.0001898   120.9722166   0.0   0.0006055   121.3103594   0.0   
00279   121.669337   0.0   0.0006087   121.8498178   0.0   60.8502561   40.5668374   0.0001905   121.4080529   0.0   0.0006077   121.7476636   0.0   
00280   122.0981181   0.0   0.0006108   122.2784031   0.0   61.0647505   40.7098337   0.0001911   121.8400879   0.0   0.0006098   122.1800178   0.0   
00281   122.5356528   0.0   0.000613   122.7167874   0.0   61.2836746   40.8557831   0.0001918   122.2759241   0.0   0.000612   122.6173219   0.0   
00282   122.8683864   0.0   0.0006146   123.0408259   0.0   61.445568   40.963712   0.0001923   122.6681746   0.0   0.0006139   122.9985523   0.0   
00283   123.2990533   0.0   0.0006168   123.4718369   0.0   61.6606414   41.1070943   0.000193   123.0997482   0.0   0.0006161   123.4306448   0.0   
00284   123.736583   0.0   0.000619   123.9102212   0.0   61.8795653   41.2530436   0.0001937   123.5355827   0.0   0.0006183   123.867949   0.0   
00285   124.1674254   0.0   0.0006211   124.3417774   0.0   62.0951327   41.3967551   0.0001944   123.9681706   0.0   0.0006205   124.3013146   0.0   
00286   124.5980688   0.0   0.0006233   124.7725242   0.0   62.3102344   41.5401563   0.000195   124.4010724   0.0   0.0006226   124.7348998   0.0   
00287   125.035021   0.0   0.0006255   125.2102861   0.0   62.5288181   41.6858787   0.0001957   124.8366118   0.0   0.0006248   125.1718347   0.0   
00288   125.2384155   0.0   0.0006265   125.3960253   0.0   62.6218477   41.7478984   0.000196   125.1599866   0.0   0.0006264   125.4679089   0.0   
00289   125.6749058   0.0   0.0006287   125.8333069   0.0   62.8402348   41.8934899   0.0001967   125.5952913   0.0   0.0006285   125.9045532   0.0   
00290   126.1124278   0.0   0.0006308   126.2716913   0.0   63.0591588   42.0394392   0.0001974   126.0311243   0.0   0.0006307   126.3418573   0.0   
00291   125.9147728   1.9e-06   0.0006317   126.0534471   1.9e-06   62.9520795   41.968053   0.0001971   126.2243909   0.0   0.0006316   126.5078642   0.0   
00292   126.3522476   1.9e-06   0.0006339   126.4918314   1.9e-06   63.1710036   42.1140024   0.0001977   126.6602017   0.0   0.0006338   126.9451683   0.0   
00293   126.7805927   1.9e-06   0.000636   126.9214651   1.9e-06   63.3857604   42.2571736   0.0001984   127.0919167   0.0   0.0006359   127.377687   0.0   
00294   127.2046957   1.9e-06   0.0006381   127.3457134   1.9e-06   63.5976668   42.3984446   0.0001991   127.5194902   0.0   0.0006381   127.8052626   0.0   
00295   127.6372665   1.9e-06   0.0006403   127.7789847   1.9e-06   63.8140025   42.5426683   0.0001998   127.9527366   0.0   0.0006402   128.2394962   0.0   
00296   128.0201852   2e-06   0.0006423   128.160891   2e-06   64.0049659   42.6699773   0.0002004   128.3593446   0.0   0.0006423   128.6427346   0.0   
00297   128.4263007   2.1e-06   0.0006444   128.5675827   2.1e-06   64.2080336   42.8053558   0.000201   128.7799358   0.0   0.0006444   129.0626029   0.0   
00298   113.2315713   9.28e-05   0.0006587   113.3569496   9.25e-05   56.6113821   37.7409214   0.0001772   113.4960539   9.97e-05   0.0006671   113.6980967   9.94e-05   
00299   113.6688984   9.28e-05   0.0006609   113.7953339   9.25e-05   56.8303062   37.8868708   0.0001779   113.9316948   9.97e-05   0.0006693   114.1354007   9.94e-05   
00300   114.0895106   9.29e-05   0.0006631   114.2176562   9.26e-05   57.0410528   38.0273686   0.0001786   114.3720101   9.97e-05   0.0006715   114.5779089   9.94e-05   
00301   114.5268436   9.29e-05   0.0006653   114.6560405   9.26e-05   57.2599767   38.1733178   0.0001792   114.8076566   9.97e-05   0.0006737   115.015213   9.94e-05   
00302   114.9589735   9.29e-05   0.0006675   115.0895748   9.26e-05   57.4764962   38.3176641   0.0001799   115.2129063   9.99e-05   0.0006758   115.4179819   9.96e-05   
00303   115.3833092   9.3e-05   0.0006697   115.5160009   9.27e-05   57.6894482   38.4596321   0.0001806   115.6502622   9.99e-05   0.000678   115.8607997   9.96e-05   
00304   115.8044775   9.31e-05   0.0006719   115.9386346   9.28e-05   57.900503   38.6003353   0.0001813   116.090863   9.99e-05   0.0006802   116.3035588   9.96e-05   
00305   116.1904842   9.34e-05   0.0006742   116.3283352   9.31e-05   58.0950776   38.7300518   0.0001819   116.3654464   0.0001008   0.0006825   116.5775756   0.0001005   
00306   116.6146893   9.35e-05   0.0006764   116.7538464   9.32e-05   58.3075643   38.8717095   0.0001825   116.8028904   0.0001008   0.0006847   117.0174255   0.0001005   
00307   117.0490576   9.35e-05   0.0006786   117.1895804   9.32e-05   58.5251342   39.0167562   0.0001832   117.2383069   0.0001008   0.0006869   117.45474   0.0001005   
00308   117.4864219   9.35e-05   0.0006808   117.6279647   9.32e-05   58.7440584   39.1627056   0.0001839   117.673999   0.0001008   0.0006891   117.892044   0.0001005   
